Packet Type,Malware Indicators,Alerts/Warnings,Attack Type,Attack Signature,Severity Level,Proxy Information,Firewall Logs,IDS/IPS Alerts,Traffic Type_DNS,Traffic Type_FTP,Traffic Type_HTTP,Protocol_ICMP,Protocol_TCP,Protocol_UDP,Log Source_Firewall,Log Source_Server,Network Segment_Segment A,Network Segment_Segment B,Network Segment_Segment C,Action Taken_Blocked,Action Taken_Ignored,Action Taken_Logged,Anomaly Scores_Scaled,Packet_Length_Scaled,Destination_Port_Category,Source_Port_Category,year,month,dayofweek,hour,OS_name,Os_Version_Security
0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.9627,0.6733983286908078,0,1,3,5,5,0,Macintosh,10.1
0,0,0,1,1,3,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0.5531,0.8934540389972145,1,1,0,6,1,20,Windows,2.0
0,1,1,1,1,2,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.4263,0.7827298050139276,0,1,2,4,6,18,Windows,0.0
1,1,1,2,0,3,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0.8527,0.532033426183844,0,0,1,6,1,15,Android,3.2
0,1,1,1,1,3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.3319,0.18245125348189417,1,1,0,11,5,13,Macintosh,10.8
1,0,0,1,1,2,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0.0706,0.4568245125348189,1,1,1,11,0,9,Windows,6.1
0,0,1,2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.1332,0.1371866295264624,1,1,2,7,1,17,iPad,4.2
1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0.0882,0.8976323119777159,0,1,0,10,4,7,Android,9.0
0,1,0,2,0,3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.0073,0.977715877437326,1,1,1,5,0,20,Macintosh,10.5
1,0,0,2,1,3,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0.33299999999999996,0.616991643454039,1,1,0,2,1,6,Macintosh,10.6
0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0.0839,0.02785515320334262,1,1,3,4,6,22,Macintosh,10.6
0,1,0,2,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.8111,0.738857938718663,1,1,3,5,5,17,Macintosh,10.1
1,1,0,2,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0.5692,0.4052924791086351,1,1,3,7,4,8,iPod,3.0
1,1,1,1,1,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0.5406000000000001,0.10654596100278552,0,1,1,1,3,10,iPhone,14.2
1,0,1,1,0,2,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0.7744,0.302924791086351,1,1,1,5,3,15,Windows,10.0
0,0,0,2,1,2,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0.1537,0.3161559888579387,0,1,0,10,0,13,Windows,0.0
1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0.07400000000000001,0.9401114206128134,0,1,2,4,2,4,Windows,6.1
1,0,1,1,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.8278,0.31545961002785516,1,1,2,1,3,16,Linux,1.0
1,1,1,0,1,3,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.5186999999999999,0.9811977715877438,1,1,0,10,1,21,Macintosh,10.9
0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0.7103,0.6211699164345404,1,1,1,8,2,15,Windows,6.0
1,1,1,0,0,3,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.21710000000000002,0.6176880222841226,1,1,0,1,2,13,Windows,10.0
1,0,0,2,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0.3122,0.6350974930362117,1,0,0,3,2,15,Windows,6.2
1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0.6149,0.41991643454038996,1,1,2,12,2,13,Linux,1.0
1,0,1,2,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.44420000000000004,0.13857938718662954,0,1,0,10,6,18,Windows,10.0
0,1,0,1,1,3,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.5013000000000001,0.06197771587743733,0,1,0,4,6,8,Linux,1.0
1,0,0,1,0,3,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.5697,0.04317548746518105,1,0,1,9,2,22,Windows,5.2
1,0,1,2,0,3,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0.7975,0.6413649025069638,0,0,2,11,6,11,Windows,5.1
0,0,1,1,0,2,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0.6432,0.40250696378830086,1,1,1,6,1,2,Macintosh,10.12
0,0,0,2,0,3,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0.2267,0.7910863509749304,1,1,3,9,1,1,Android,4.2
0,1,0,2,0,3,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0.49119999999999997,0.8655988857938719,1,1,0,4,2,1,Windows,2.0
0,1,0,2,0,3,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0.3654,0.5027855153203342,0,1,3,3,0,3,Linux,1.0
0,0,1,1,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0.2151,0.552924791086351,0,1,1,11,0,10,Macintosh,10.5
0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.8715,0.3321727019498607,1,1,2,6,0,7,iPod,3.2
1,1,1,2,0,2,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.5858,0.9979108635097493,1,1,3,9,2,7,Windows,5.01
0,1,1,0,1,2,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0.9381,0.015320334261838438,1,1,0,9,2,2,Android,2.0
1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0.9739,0.7346796657381616,0,1,0,2,0,6,Windows,10.0
0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.2977,0.5194986072423399,1,0,1,5,5,8,Android,1.0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0.5173,0.6253481894150418,1,1,3,6,3,6,Windows,6.0
0,0,1,0,0,2,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.1838,0.5842618384401115,1,1,0,8,1,21,Windows,1.0
0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.6177,0.04665738161559888,1,0,0,11,1,12,Windows,6.2
0,0,1,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.14150000000000001,0.6817548746518106,1,1,2,11,1,13,iPod,4.3
0,0,1,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0148,0.5933147632311978,1,1,2,5,0,0,Windows,5.1
1,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.8634000000000001,0.1072423398328691,0,1,1,4,6,3,Windows,2.0
0,0,0,2,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0.33799999999999997,0.6824512534818942,1,1,2,11,1,9,Windows,4.0
0,1,0,2,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0.7195,0.008356545961002784,1,1,2,8,4,11,Windows,5.0
0,1,1,1,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0.8664000000000001,0.009052924791086353,1,1,2,12,5,18,Android,2.2
0,1,0,2,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.7438,0.3628133704735376,1,1,2,1,4,13,Macintosh,10.11
0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.4482,0.5766016713091922,1,1,2,2,1,15,Windows,6.2
0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0.41090000000000004,0.6664345403899722,1,1,3,3,2,14,Linux,1.0
0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0.6755,0.9610027855153203,1,1,0,4,2,2,Android,2.3
1,0,1,0,0,3,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0.8078000000000001,0.28133704735376047,0,1,2,1,3,18,Windows,10.0
1,0,1,0,1,2,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0.9640000000000001,0.5139275766016713,0,1,2,10,1,3,Windows,2.0
1,1,0,2,1,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.7105,0.08217270194986073,1,0,1,4,5,7,Windows,4.0
1,0,1,2,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0.3436,0.6037604456824512,1,1,3,1,4,1,Macintosh,10.6
1,1,0,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0.0221,0.3064066852367688,1,1,1,6,4,20,Windows,2.0
1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.5955,0.7527855153203342,0,1,2,7,6,20,Android,1.6
0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0.5682,0.9972144846796658,1,0,2,10,4,22,Windows,0.0
0,1,0,2,0,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.9971,0.39275766016713093,1,0,3,9,2,9,iPad,6.1
0,0,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0.4872,0.39763231197771587,1,0,3,9,6,8,Windows,5.01
1,0,0,0,1,2,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.35700000000000004,0.6720055710306406,1,0,2,6,0,9,iPad,10.3
1,1,1,1,0,3,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0.4006,0.11350974930362118,1,1,3,5,4,23,Windows,5.01
0,1,0,2,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.2841,0.6225626740947076,1,1,0,3,4,17,Android,4.3
0,1,1,0,1,3,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0.7682,0.9150417827298051,0,1,2,4,0,16,Linux,1.0
0,1,1,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.4696,0.4338440111420613,1,1,0,4,6,16,Windows,2.0
1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0.7128,0.708217270194986,1,1,1,4,5,1,Windows,6.1
1,1,0,1,0,3,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0.5343,0.38440111420612816,0,0,2,8,0,1,Windows,6.0
0,1,1,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0.13460000000000003,0.6253481894150418,0,0,0,1,6,7,iPad,7.1
0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.8791,0.9965181058495822,0,1,2,9,1,19,Macintosh,10.9
1,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0.9531000000000001,0.11350974930362118,1,1,1,10,0,17,Linux,1.0
1,1,1,2,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0.053200000000000004,0.011142061281337046,0,0,0,3,6,3,Linux,1.0
1,0,0,0,1,3,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.5849000000000001,0.3774373259052925,1,1,1,2,6,22,iPad,10.3
1,0,1,2,0,2,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0.24780000000000002,0.39623955431754876,1,1,0,5,5,5,Windows,6.1
1,0,0,2,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.5287,0.807799442896936,1,1,2,6,1,3,Windows,0.0
1,0,1,0,0,2,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.1081,0.5766016713091922,0,0,0,9,5,7,Macintosh,10.9
1,1,1,0,1,2,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0.9631000000000001,0.366991643454039,1,1,2,10,2,18,Macintosh,10.11
1,1,1,1,0,2,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.8674,0.27785515320334264,1,0,1,10,2,12,Android,7.1
0,1,0,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.4047,0.13440111420612813,0,1,0,9,2,23,Macintosh,10.8
1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0.1307,0.4213091922005571,1,0,0,12,0,14,Linux,1.0
1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0.773,0.42618384401114207,1,1,0,10,2,0,Windows,1.0
1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0.9918000000000001,0.08286908077994429,0,1,3,7,0,21,Linux,1.0
1,1,1,2,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0.7336,0.14345403899721448,0,1,3,4,0,23,Windows,5.01
1,0,0,0,1,3,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.9245000000000001,0.8864902506963789,1,1,2,2,2,6,Macintosh,10.11
0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.23670000000000002,0.35376044568245124,0,1,2,6,4,1,Macintosh,10.1
0,1,0,0,0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0.7433,0.766016713091922,1,1,0,6,1,20,Windows,0.0
1,0,1,1,0,2,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.8632,0.4011142061281337,1,0,3,3,4,14,Macintosh,10.9
1,0,1,1,1,2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.4104,0.7506963788300836,1,1,1,4,4,15,Android,3.2
0,1,0,2,0,3,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.696,0.17270194986072424,1,1,3,3,4,8,Windows,5.01
1,0,0,0,1,2,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0.0631,0.5334261838440112,0,1,1,10,3,2,Windows,2.0
0,1,1,2,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.2091,0.4811977715877438,1,1,3,2,0,3,Windows,4.0
0,0,1,1,0,2,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.8940000000000001,0.3203342618384401,1,1,2,5,1,16,Macintosh,10.1
0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.9937,0.7736768802228412,1,0,2,2,3,1,Windows,1.0
1,1,1,2,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0.2162,0.2576601671309192,1,1,1,3,2,1,Windows,6.0
1,1,0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.5463,0.30779944289693595,1,1,3,8,4,23,Android,8.1
0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.8237000000000001,0.0013927576601671307,1,1,1,4,6,4,Windows,4.0
0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0.8946,0.3628133704735376,1,1,3,1,0,14,Linux,1.0
1,0,1,2,0,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0.6738,0.6935933147632312,0,1,0,10,0,1,Linux,1.0
1,1,0,0,1,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.1822,0.6079387186629527,1,1,1,4,1,11,Linux,1.0
1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.7958,0.8704735376044568,1,0,1,3,1,10,Windows,1.0
1,0,1,0,0,2,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.21239999999999998,0.40181058495821725,1,1,0,6,6,23,Linux,1.0
1,0,0,1,1,3,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.7152,0.33635097493036215,1,0,0,9,2,20,Linux,1.0
1,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.998,0.7653203342618384,1,1,1,6,4,8,Windows,6.1
1,1,0,1,1,3,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0.9227,0.7966573816155988,1,1,2,4,4,8,Windows,0.0
1,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0.8219,0.17896935933147634,0,1,0,12,6,19,iPod,4.3
1,1,1,2,0,3,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.0762,0.3690807799442897,0,0,3,3,0,20,Windows,4.0
1,1,1,0,1,2,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0.19100000000000003,0.3168523676880223,1,0,2,4,3,21,Macintosh,10.7
0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0.6333,0.5334261838440112,1,0,1,12,1,16,Linux,1.0
1,1,1,0,0,2,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0.11359999999999999,0.8642061281337048,1,0,0,8,2,2,Linux,1.0
1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0.6114,0.7486072423398329,1,0,2,9,0,17,Macintosh,10.12
0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0.8841,0.6058495821727019,1,1,1,5,0,18,Linux,1.0
1,1,1,1,1,3,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0.3997,0.032729805013927575,1,1,0,3,6,21,Windows,10.0
0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.7334,0.3050139275766017,1,1,1,10,3,1,iPod,3.2
1,1,0,0,0,3,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.665,0.8683844011142061,1,0,2,12,6,9,Windows,0.0
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0.3592,0.270891364902507,1,1,2,12,6,21,Windows,5.2
1,0,0,2,1,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.9932,0.8997214484679665,1,0,3,4,0,8,Linux,1.0
0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0.9181999999999999,0.697075208913649,1,1,0,10,2,10,Windows,5.01
1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0.4827,0.7193593314763231,1,1,3,7,0,11,Windows,6.0
1,1,1,2,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.7151000000000001,0.41643454038997213,1,1,2,10,3,7,Linux,1.0
0,1,0,1,1,3,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0.5809000000000001,0.16991643454039,1,0,1,4,0,13,Windows,10.0
0,1,1,2,1,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0.8422000000000001,0.35724233983286907,1,1,1,7,4,21,Macintosh,10.7
1,1,1,2,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.4852,0.9129526462395543,1,1,1,9,4,10,iPad,14.2
0,0,0,0,0,3,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0.27649999999999997,0.33565459610027853,1,1,0,12,5,6,Windows,2.0
0,0,1,2,1,3,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0.1409,0.887883008356546,1,0,2,1,4,13,Linux,1.0
1,1,0,1,0,3,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0.7673000000000001,0.692200557103064,0,1,2,8,3,21,Android,4.0
0,1,0,0,0,3,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0.5379,0.1288300835654596,1,1,0,11,6,23,iPhone,14.2
1,0,1,1,1,3,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0.7072,0.07381615598885793,1,1,3,6,4,8,Windows,6.2
0,1,1,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0.985,0.653899721448468,1,1,3,9,2,2,Windows,5.01
1,1,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0.3884,0.6469359331476323,1,1,0,5,1,10,Windows,4.0
1,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.35369999999999996,0.05779944289693593,1,1,1,12,4,15,iPhone,9.3
0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0.25120000000000003,0.20473537604456826,1,1,1,10,1,1,Windows,6.2
0,0,0,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0.8015000000000001,0.28969359331476324,1,1,3,2,1,0,Linux,1.0
0,0,1,0,0,2,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.5322,0.15877437325905294,1,1,1,1,3,12,Windows,5.1
0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.4364,0.4387186629526462,1,1,1,5,5,1,Android,4.1
1,1,1,2,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.6324000000000001,0.4665738161559889,0,1,3,8,4,2,Macintosh,10.5
1,1,0,2,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.4953,0.5118384401114207,1,1,2,12,0,17,Windows,6.1
0,0,1,0,0,3,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.1531,0.13231197771587744,0,0,3,3,2,17,Windows,6.1
0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0.7064,0.8892757660167131,0,1,3,8,3,6,Windows,6.1
1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0.958,0.791782729805014,1,1,0,8,0,20,Windows,6.2
1,1,0,0,0,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.2697,0.04735376044568245,1,0,3,8,6,2,iPhone,7.1
1,0,0,0,0,3,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.3048,0.2541782729805014,0,1,1,1,5,14,iPad,10.3
1,1,1,1,0,2,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.34409999999999996,0.2367688022284123,1,1,2,10,5,16,Android,3.2
0,0,0,2,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0.8394,0.713091922005571,1,1,1,8,4,2,Windows,1.0
0,0,1,1,1,3,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0.443,0.7381615598885793,1,1,0,2,2,11,Windows,5.2
0,1,1,2,0,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.8176000000000001,0.5710306406685237,1,0,1,5,4,2,Windows,6.0
1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0.9527,0.06685236768802227,1,1,2,10,5,2,Macintosh,10.11
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.5057,0.23607242339832868,1,0,3,9,5,4,Windows,5.01
0,1,1,2,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.39630000000000004,0.6149025069637883,1,1,1,8,3,20,Linux,1.0
0,1,1,2,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0.8254000000000001,0.6504178272980502,1,1,1,10,3,6,iPhone,6.1
1,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0.4908,0.5954038997214485,0,1,0,10,3,17,Macintosh,10.7
0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0.6920000000000001,0.17339832869080782,1,0,3,6,2,10,Windows,2.0
1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.7633,0.5111420612813371,1,1,1,2,2,21,Windows,6.0
0,0,1,2,1,2,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.45299999999999996,0.9157381615598886,1,1,1,1,3,2,iPad,10.3
1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.162,0.8474930362116991,0,1,2,1,0,5,Linux,1.0
0,1,1,2,1,3,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0.6311,0.387883008356546,1,1,1,4,0,12,Linux,1.0
1,0,0,2,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0.8205,0.6685236768802229,0,0,3,6,6,12,iPod,3.3
1,1,1,2,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0.4283,0.47841225626740946,1,0,0,9,6,1,Linux,1.0
1,1,1,0,1,2,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0.4457,0.9275766016713092,1,1,0,7,2,4,Macintosh,10.8
0,0,1,2,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0.8872,0.44080779944289694,1,1,1,4,4,16,Linux,1.0
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.8636,0.7298050139275766,1,0,3,8,3,10,Windows,5.2
1,0,1,2,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.4707,0.07520891364902507,1,0,1,8,6,10,Windows,2.0
1,1,0,2,1,2,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0.30010000000000003,0.3084958217270195,1,1,2,1,0,2,iPod,3.1
1,0,0,2,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.1335,0.8983286908077994,1,1,1,9,2,10,Linux,1.0
1,0,1,2,0,3,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.2509,0.6817548746518106,0,1,2,9,4,14,Android,2.3
1,1,1,2,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0.2052,0.4686629526462396,1,1,0,1,4,0,Windows,10.0
1,0,1,0,0,2,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.5451,0.8279944289693594,1,1,3,8,5,13,Windows,6.2
1,1,0,1,0,2,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0.8084,0.3635097493036212,0,1,0,11,1,10,Windows,4.0
1,0,1,2,1,2,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0.4681,0.9909470752089136,1,0,1,3,2,13,Windows,6.2
0,1,1,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0.8102,0.016016713091922007,1,1,2,8,0,8,Windows,2.0
1,1,0,2,0,2,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0.09970000000000001,0.020194986072423392,0,1,0,8,0,18,Windows,10.0
